행정 구역,업소명,소재지,전화번호,관리구분,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
강원 양구군,양구가스충전소,강원 양구군 남면 창리 394-1,033-482-8877,자동차충전,강원 양구군 남면 창리 394-1,1045234,2008963,정좌표,4.28003E+18,구주소,,강원도 양구군 국토정중앙면 창리 394-1,NULL,4280031000,남면,4280031528,국토정중앙면 창리
강원 양양군,미래에너지," 강원 양양군 강현면 정암1리 149-1,160-4,152,2 ",033-673-2161,자동차충전,"강원 양양군 강현면 정암1리 149-1,160-4,152,2 ",1095611,2014109,인근좌표,42830,구주소,,강원도 양양군 강현면 149-1,NULL,4283035000,강현면,4283035000,강현면
강원 양양군,(주)원경양양가스충전소,강원 양양군 양양읍 월리 33,033-672-4171,자동차충전,강원 양양군 양양읍 월리 33,1099315,2008813,정좌표,4.28303E+18,구주소,강원도 양양군 양양읍 안산1길 26,강원도 양양군 양양읍 월리 33,25032,4283025000,양양읍,4283025028,양양읍 월리
강원 양양군,신우에너지(주)영진가스충전소,강원 양양군 손양면 상양혈리 135-1,033-672-0752,자동차+탱크,강원 양양군 손양면 상양혈리 135-1,1102454,2005390,정좌표,4.28303E+18,구주소,강원도 양양군 손양면 동해대로 2041,강원도 양양군 손양면 상양혈리 135-1,25045,4283032000,손양면,4283032030,손양면 상양혈리
강원 양양군,해당화가스충전소(주유소),강원 양양군 현남면 북분리 2-2,033-671-7033,자동차충전,강원 양양군 현남면 북분리 2-2,1109836,1999013,정좌표,4.28303E+18,구주소,강원도 양양군 현남면 동해대로 964,강원도 양양군 현남면 북분리 2-2,25052,4283034000,현남면,4283034022,현남면 북분리
강원 영월군,태경에프앤지(주)동강주유소,강원 영월군 남면 창원리 729-1,033-372-0801,자동차충전,강원 영월군 남면 창원리 729-1,1075911,1909061,정좌표,4.27503E+18,구주소,강원도 영월군 남면 강원남로 641,강원도 영월군 남면 창원리 729-1,26218,4275034000,남면,4275034022,남면 창원리
강원 영월군,하송충전소,강원 영월군 영월읍 하송리 294-6,033-374-3966,자동차충전,강원 영월군 영월읍 하송리 294-6,1084935,1910076,정좌표,4.27503E+18,구주소,강원도 영월군 영월읍 청령포로 12-6,강원도 영월군 영월읍 하송리 294-6,26239,4275025000,영월읍,4275025022,영월읍 하송리
강원 영월군,영월LPG충전소,강원 영월군 북면 문곡리 1587-2외 3필지,033-374-7042,용기+자동차+탱크+13kg용기,강원 영월군 북면 문곡리 1587-2외 3필지,1081249,1912879,정좌표,4.27503E+18,구주소,,강원도 영월군 북면 문곡리 1587-2,26210,4275033000,북면,4275033022,북면 문곡리
강원 영월군,대경가스,강원 영월군 영월읍 연하리 821-1,033-373-2895,자동차충전,강원 영월군 영월읍 연하리 821-1,1089193,1909574,정좌표,4.27503E+18,구주소,강원도 영월군 영월읍 영월로 2369,강원도 영월군 영월읍 연하리 821-1,26230,4275025000,영월읍,4275025028,영월읍 연하리
강원 원주시,대보건설(주)원주(부산방향)충전소,강원 원주시 호저면 옥산리 211,033-731-0736,자동차충전,강원 원주시 호저면 옥산리 211,1038004,1937256,정좌표,4.21303E+18,구주소,강원도 원주시 호저면 마근거리길 120,강원도 원주시 호저면 옥산리 211,26302,4213032000,호저면,4213032026,호저면 옥산리
강원 원주시,흥업충전소,강원 원주시 흥업면 흥업리 609-4,033-765-5806,자동차충전,강원 원주시 흥업면 흥업리 609-4,1036985,1922467,정좌표,4.21304E+18,구주소,강원도 원주시 흥업면 북원로 1700,강원도 원주시 흥업면 흥업리 609-4,26403,4213037000,흥업면,4213037021,흥업면 흥업리
강원 원주시,문막(하)엘피지충전소,강원 원주시 문막읍 동화리 114,033-734-0764,자동차충전,강원 원주시 문막읍 동화리 114,1031741,1926353,정좌표,4.21303E+18,구주소,강원도 원주시 문막읍 원문로 1234,강원도 원주시 문막읍 동화리 114,26364,4213025000,문막읍,4213025022,문막읍 동화리
강원 원주시,원흥LPG충전소,강원 원주시 문막읍 동화리 514-3,033-745-2887,자동차충전,강원 원주시 문막읍 동화리 514-3,1030585,1925366,정좌표,4.21303E+18,구주소,강원도 원주시 문막읍 원문로 1415,강원도 원주시 문막읍 동화리 514-3,26372,4213025000,문막읍,4213025022,문막읍 동화리
강원 원주시,동원주LPG충전소,강원 원주시 반곡동 1280-4번지,033-733-2151,자동차충전,강원 원주시 반곡동 1280-4번지,1041963,1925155,정좌표,4.21301E+18,구주소,강원도 원주시 동부순환로 101,강원도 원주시 반곡동 1280-4,26459,4213067500,반곡관설동,4213011700,반곡동
강원 원주시,(주)성림이앤에스,강원 원주시 단계동 199,033-742-1114,용기+자동차+13kg용기,강원 원주시 단계동 199,1038473,1928084,정좌표,4.21301E+18,구주소,강원도 원주시 북원로 2302,강원도 원주시 단계동 199,26419,4213059000,단계동,4213011000,단계동
강원 원주시,(주)제이씨가스 북원충전소,강원 원주시 단구동 732,033-761-6618,용기+자동차+13kg용기,강원 원주시 단구동 732,1040613,1925288,정좌표,4.21301E+18,구주소,강원도 원주시 서원대로 497,강원도 원주시 단구동 732,26450,4213055000,단구동,4213010700,단구동
강원 원주시,원주역충전소,강원 원주시 판부면 서곡리 621-2,033-766-8600,자동차+탱크,강원 원주시 판부면 서곡리 621-2,1038211,1923901,정좌표,4.21304E+18,구주소,강원도 원주시 판부면 남원로 259,강원도 원주시 판부면 서곡리 621-2,26398,4213038000,판부면,4213038022,판부면 서곡리
강원 원주시,학성LPG충전소,강원 원주시 학성동 63-3,033-731-5151,자동차충전,강원 원주시 학성동 63-3,1039826,1928994,정좌표,4.21301E+18,구주소,강원도 원주시 강변로 629,강원도 원주시 학성동 63-3,26332,4213057500,학성동,4213010900,학성동
강원 원주시,삼웅에너지북원주충전소," 강원 원주시 소초면 장양리 929-1,2,3 ",033-735-4977,자동차충전,"강원 원주시 소초면 장양리 929-1,2,3 ",1040904,1935521,정좌표,4.21303E+18,구주소,강원도 원주시 소초면 북원로 3095,강원도 원주시 소초면 장양리 929-1,26306,4213031000,소초면,4213031023,소초면 장양리
강원 원주시,(합)원주엘피지,강원 원주시 호저면 만종리 627번지,033-734-4488,자동차충전,강원 원주시 호저면 만종리 627번지,1035535,1928749,정좌표,4.21303E+18,구주소,강원도 원주시 호저면 신무로 10,강원도 원주시 호저면 만종리 627,26348,4213032000,호저면,4213032025,호저면 만종리
강원 원주시,신우에너지(자),강원 원주시 호저면 만종리 497,033-747-5805,자동차+탱크,강원 원주시 호저면 만종리 497,1036013,1929132,정좌표,4.21303E+18,구주소,강원도 원주시 호저면 원문로 497,강원도 원주시 호저면 만종리 497,26349,4213032000,호저면,4213032025,호저면 만종리
강원 원주시,(자)정우에너지,강원 원주시 태장동 2074-1,033-734-2676,용기+자동차+13kg용기,강원 원주시 태장동 2074-1,1039965,1933009,정좌표,4.21301E+18,구주소,강원도 원주시 북원로 2826,강원도 원주시 태장동 2074-1,26312,4213062000,태장2동,4213011200,태장동
강원 원주시,(주)청정에너지,강원 원주시 소초면 평장리 120-2,033-731-0233,자동차충전,강원 원주시 소초면 평장리 120-2,1044925,1936683,정좌표,4.21303E+18,구주소,강원도 원주시 소초면 치악로 2918,강원도 원주시 소초면 평장리 120-2,26305,4213031000,소초면,4213031021,소초면 평장리
강원 원주시,정지뜰LPG충전소,강원 원주시 학성동 806-5,033-747-7052,자동차충전,강원 원주시 학성동 806-5,1039604,1930549,정좌표,4.21301E+18,구주소,강원도 원주시 강변로 783,강원도 원주시 학성동 806-5,26332,4213057500,학성동,4213010900,학성동
강원 원주시,(주)유성티엔에스 치악(부산방향)충전소,강원 원주시 신림면 금창리 550,033-763-8603,자동차충전,강원 원주시 신림면 금창리 550,1048562,1917435,정좌표,4.21304E+18,구주소,강원도 원주시 신림면 치악로 416,강원도 원주시 신림면 금창리 550,26506,4213039000,신림면,4213039022,신림면 금창리
강원 원주시,(주)유성티엔에스 치악(춘천방향)충전소,강원 원주시 신림면 금창리 500,033-762-0349,자동차충전,강원 원주시 신림면 금창리 500,1048598,1917704,정좌표,4.21304E+18,구주소,강원도 원주시 신림면 다리실2길 32,강원도 원주시 신림면 금창리 500,26506,4213039000,신림면,4213039022,신림면 금창리
강원 원주시,남원주LPG충전소,강원 원주시 무실동 1114-1,033-748-5808,자동차충전,강원 원주시 무실동 1114-1,1037132,1925023,정좌표,4.21301E+18,구주소,강원도 원주시 행가리1길 2,강원도 원주시 무실동 1114-1,26396,4213066000,무실동,4213011500,무실동
강원 원주시,삼웅에너지(서원주충전소),강원 원주시 문막읍 동화리 371-2,033-735-5808,자동차충전,강원 원주시 문막읍 동화리 371-2,1030924,1925807,정좌표,4.21303E+18,구주소,강원도 원주시 문막읍 원문로 1342,강원도 원주시 문막읍 동화리 371-2,26365,4213025000,문막읍,4213025022,문막읍 동화리
강원 원주시,원주농협충전소,강원 원주시 가현동 369-8,033-737-0711,자동차충전,강원 원주시 가현동 369-8,1038697,1933055,정좌표,4.21301E+18,구주소,강원도 원주시 호저로 230,강원도 원주시 가현동 369-8,26314,4213060000,우산동,4213011800,가현동
강원 원주시,신우에너지(자)신원주충전소,강원 원주시 판부면 금대리 1121-1,033-747-2781,자동차충전,강원 원주시 판부면 금대리 1121-1,1043402,1921858,정좌표,4.21304E+18,구주소,강원도 원주시 판부면 치악로 1155,강원도 원주시 판부면 금대리 1121-1,26504,4213038000,판부면,4213038021,판부면 금대리
강원 원주시,(주)덕일," 강원 원주시 지정면 보통리 248,248-4 ",033-731-6644,용기+자동차+탱크+13kg용기,"강원 원주시 지정면 보통리 248,248-4 ",1033218,1926787,정좌표,4.21303E+18,구주소,강원도 원주시 지정면 보통로 380,강원도 원주시 지정면 보통리 248,26356,4213033000,지정면,4213033027,지정면 보통리
강원 원주시,대흥LPG충전소,강원 원주시 단계동 746-1,033-747-2255,자동차충전,강원 원주시 단계동 746-1,1037183,1929063,정좌표,4.21301E+18,구주소,강원도 원주시 원문로 328,강원도 원주시 단계동 746-1,26349,4213059000,단계동,4213011000,단계동
강원 인제군,38선LPG충전소,강원 인제군 남면 부평리 1070-33,033-462-3388,자동차충전,강원 인제군 남면 부평리 1070-33,1054109,2000391,정좌표,4.28103E+18,구주소,강원도 인제군 남면 설악로 1137,강원도 인제군 남면 부평리 1070-33,24646,4281031000,남면,4281031024,남면 부평리
강원 인제군,그린에너지,강원 인제군 북면 한계리 1466-2,033-462-5189,자동차충전,강원 인제군 북면 한계리 1466-2,1065457,2015704,정좌표,4.28103E+18,구주소,강원도 인제군 북면 설악로 3251-28,강원도 인제군 북면 한계리 1466-2,24607,4281032000,북면,4281032023,북면 한계리
강원 인제군,(주)에스엔에너지(지점),강원 인제군 인제읍 가아리 13-1외 8필지,033-461-9688,용기+자동차+탱크+13kg용기,강원 인제군 인제읍 가아리 13-1외 8필지,1060500,2012131,인근좌표,42810,구주소,,강원도 인제군 인제읍 가아리 13-1,NULL,4281025000,인제읍,4281025028,인제읍 가아리
강원 인제군,(주)원경 원통엘피지충전소,강원 인제군 인제읍 합강리 152,033-462-6620,자동차충전,강원 인제군 인제읍 합강리 152,1059713,2010127,정좌표,4.28103E+18,구주소,강원도 인제군 인제읍 설악로 2400,강원도 인제군 인제읍 합강리 152,24626,4281025000,인제읍,4281025023,인제읍 합강리
강원 인제군,엘피가스산업주식회사,강원 인제군 북면 용대리 1109-2,033-463-5151,용기+자동차+탱크+13kg용기,강원 인제군 북면 용대리 1109-2,1072045,2021921,정좌표,4.28103E+18,구주소,강원도 인제군 북면 미시령로 967,강원도 인제군 북면 용대리 1109-2,24606,4281032000,북면,4281032024,북면 용대리
강원 인제군,설악한계충전소,강원 인제군 북면 한계리 1482,033-463-7735,자동차충전,강원 인제군 북면 한계리 1482,1065212,2015627,정좌표,4.28103E+18,구주소,강원도 인제군 북면 설악로 3254,강원도 인제군 북면 한계리 1482,24607,4281032000,북면,4281032023,북면 한계리
강원 인제군,(주)소노호텔앤리조트 내린천(서울방향)주유소,강원 인제군 상남면 하남리 371,033-852-7110,자동차충전,강원 인제군 상남면 하남리 371,1069275,1991011,정좌표,4.28104E+18,구주소,강원도 인제군 상남면 서울양양고속도로 117,강원도 인제군 상남면 하남리 371,24665,4281035000,상남면,4281035022,상남면 하남리
강원 인제군,(주)소노호텔앤리조트 내린천(양양방향)주유소,강원 인제군 상남면 하남리 371,033-752-7220,자동차충전,강원 인제군 상남면 하남리 371,1069275,1991011,정좌표,4.28104E+18,구주소,강원도 인제군 상남면 서울양양고속도로 117,강원도 인제군 상남면 하남리 371,24665,4281035000,상남면,4281035022,상남면 하남리
강원 정선군,민둥산LPG충전소,강원 정선군 남면 문곡리 12번지,033-591-4009,자동차충전,강원 정선군 남면 문곡리 12번지,1111307,1918647,정좌표,4.27703E+18,구주소,강원도 정선군 남면 강원남로 4997,강원도 정선군 남면 문곡리 12,26145,4277032000,남면,4277032021,남면 문곡리
강원 정선군,하이원충전소,강원 정선군 신동읍 가사리 산104,033-378-7601,자동차충전,강원 정선군 신동읍 가사리 산104,1103334,1919302,정좌표,4.27703E+18,구주소,강원도 정선군 신동읍 강원남로 4123,강원도 정선군 신동읍 가사리 산104,26138,4277025900,신동읍,4277025925,신동읍 가사리
강원 정선군,서동충전소,강원 정선군 정선읍 덕송리 341-1,033-562-3567,자동차충전,강원 정선군 정선읍 덕송리 341-1,1103850,1934725,정좌표,4.27703E+18,구주소,강원도 정선군 정선읍 서동로 1348,강원도 정선군 정선읍 덕송리 341-1,26121,4277025000,정선읍,4277025023,정선읍 덕송리
강원 정선군,관문충전소,강원 정선군 정선읍 북실리 785-15,033-563-7277,자동차충전,강원 정선군 정선읍 북실리 785-15,1101284,1931982,정좌표,4.27703E+18,구주소,강원도 정선군 정선읍 용담길 12,강원도 정선군 정선읍 북실리 785-15,26132,4277025000,정선읍,4277025022,정선읍 북실리
강원 정선군,정선가스충전소," 강원 정선군 정선읍 덕송리 534-2,534-3,산85-1 ",NULL,용기+탱크,"강원 정선군 정선읍 덕송리 534-2,534-3,산85-1 ",1103462,1934688,인근좌표,42770,구주소,강원도 정선군 정선읍 서동로 1255,강원도 정선군 정선읍 덕송리 534-2,26121,4277025000,정선읍,4277025023,정선읍 덕송리
강원 철원군,신문혜충전소,강원 철원군 갈말읍 문혜리 434-12,033-452-5179,자동차충전,강원 철원군 갈말읍 문혜리 434-12,985414,2020470,정좌표,4.27803E+18,구주소,강원도 철원군 갈말읍 태봉로 1421,강원도 철원군 갈말읍 문혜리 434-12,24031,4278025600,갈말읍,4278025625,갈말읍 문혜리
강원 철원군,철원충전소,강원 철원군 갈말읍 강포리 130-1,033-452-0017,용기+자동차+탱크+13kg용기,강원 철원군 갈말읍 강포리 130-1,981998,2013336,정좌표,4.27803E+18,구주소,강원도 철원군 갈말읍 호국로 4426,강원도 철원군 갈말읍 강포리 130-1,24046,4278025600,갈말읍,4278025623,갈말읍 강포리
강원 철원군,동송LPG충전소,강원 철원군 동송읍 오지리 산25-2,033-455-5852,자동차충전,강원 철원군 동송읍 오지리 산25-2,977182,2019637,인근좌표,42780,구주소,,강원도 철원군 동송읍 오지리 산25-2,NULL,4278025900,동송읍,4278025924,동송읍 오지리
강원 춘천시,남춘천충전소,강원 춘천시 신동면 정족리 707-5,033-262-8192,자동차충전,강원 춘천시 신동면 정족리 707-5,1020387,1982210,정좌표,4.21103E+18,구주소,강원도 춘천시 신동면 김유정로 1702,강원도 춘천시 신동면 정족리 707-5,24412,4211033000,신동면,4211033025,신동면 정족리
강원 춘천시,엔탑에너지,강원 춘천시 동면 만천리 505,033-241-1209,자동차충전,강원 춘천시 동면 만천리 505,1023963,1986311,정좌표,4.21103E+18,구주소,강원도 춘천시 동면 한솔만천로 3,강원도 춘천시 동면 만천리 505,24213,4211031000,동면,4211031022,동면 만천리
강원 춘천시,장학충전소," 강원 춘천시 동면 장학리 446-1,447-4,산69-4번지 ",033-4009-3788,자동차충전,"강원 춘천시 동면 장학리 446-1,447-4,산69-4번지 ",1022876,1989520,인근좌표,42110,구주소,강원도 춘천시 동면 춘천순환로 913,강원도 춘천시 동면 장학리 446-1,24210,4211031000,동면,4211031023,동면 장학리
강원 춘천시,(주)가스코 유정충전소,강원 춘천시 신동면 증리 179-11,033-261-0066,자동차충전,강원 춘천시 신동면 증리 179-11,1018302,1978396,정좌표,4.21103E+18,구주소,강원도 춘천시 신동면 한치로 966-176,강원도 춘천시 신동면 증리 179-11,24412,4211033000,신동면,4211033024,신동면 증리
강원 춘천시,춘천LPG충전소,강원 춘천시 온의동 308-1,033-252-5803,용기+자동차+탱크,강원 춘천시 온의동 308-1,1019063,1984501,정좌표,4.21101E+18,구주소,강원도 춘천시 경춘로 2307,강원도 춘천시 온의동 308-1,24431,4211067500,강남동,4211012100,온의동
강원 춘천시,안보충전소,강원 춘천시 서면 안보리 63-1,033-263-6687,자동차충전,강원 춘천시 서면 안보리 63-1,1008237,1981621,정좌표,4.21104E+18,구주소,강원도 춘천시 서면 경춘로 751,강원도 춘천시 서면 안보리 63-1,24463,4211035000,서면,4211035030,서면 안보리
강원 춘천시,춘천터미널충전소," 강원 춘천시 온의동 495,497번지 ",033-263-6311,자동차충전,"강원 춘천시 온의동 495,497번지 ",1018855,1983151,인근좌표,42110,구주소,,강원도 춘천시 온의동 497,NULL,,,4211012100,온의동
강원 춘천시,앤에스에너지(주)GS춘천충전소,강원 춘천시 근화동 794-1,033-257-1526,용기+자동차+13kg용기,강원 춘천시 근화동 794-1,1019501,1988027,정좌표,4.21101E+18,구주소,강원도 춘천시 공지로 681,강원도 춘천시 근화동 794-1,24244,4211057000,근화동,4211011700,근화동
강원 춘천시,(합)경춘가스충전소,강원 춘천시 동면 장학리 225-1,033-255-7070,자동차충전,강원 춘천시 동면 장학리 225-1,1023021,1988496,정좌표,4.21103E+18,구주소,강원도 춘천시 동면 춘천로 523,강원도 춘천시 동면 장학리 225-1,24210,4211031000,동면,4211031023,동면 장학리
강원 춘천시,강촌가스,강원 춘천시 서면 당림리 318-2,033-262-2870,자동차충전,강원 춘천시 서면 당림리 318-2,1010567,1980829,정좌표,4.21104E+18,구주소,강원도 춘천시 서면 경춘로 1014,강원도 춘천시 서면 당림리 318-2,24463,4211035000,서면,4211035029,서면 당림리
강원 춘천시,(주)원일유통춘천(상)주유소,강원 춘천시 동내면 사암리 산123-2,033-264-0391,자동차충전,강원 춘천시 동내면 사암리 산123-2,1023353,1979111,인근좌표,42110,구주소,,강원도 춘천시 동내면 사암리 산123-2,NULL,4211039000,동내면,4211039024,동내면 사암리
강원 춘천시,춘천오렌지충전소,강원 춘천시 동면 만천리 898-3,033-242-5808,자동차충전,강원 춘천시 동면 만천리 898-3,1022999,1986542,정좌표,4.21103E+18,구주소,강원도 춘천시 동면 후만로 158,강원도 춘천시 동면 만천리 898-3,24217,4211031000,동면,4211031022,동면 만천리
강원 춘천시,(주)중부에너지,강원 춘천시 신동면 팔미리 413-1,033-261-3351,자동차+13kg용기,강원 춘천시 신동면 팔미리 413-1,1017130,1980212,인근좌표,42110,구주소,,강원도 춘천시 신동면 팔미리 413-1,NULL,4211033000,신동면,4211033022,신동면 팔미리
강원 춘천시,동보충전소,강원 춘천시 후평1동 726-5,033-254-6787,용기+자동차+13kg용기,강원 춘천시 후평1동 726-5,1021832,1987065,정좌표,4.21106E+18,구주소,강원도 춘천시 춘천로 331,강원도 춘천시 후평동 726-5,24234,4211060000,후평1동,4211012000,후평동
강원 춘천시,고려LPG충전소,강원 춘천시 사북면 지촌리 94-9,033-243-5035,자동차충전,강원 춘천시 사북면 지촌리 94-9,1012703,2005041,정좌표,4.21104E+18,구주소,강원도 춘천시 사북면 영서로 4905,강원도 춘천시 사북면 지촌리 94-9,24200,4211036000,사북면,4211036022,사북면 지촌리
강원 춘천시,(주)이오젠,강원 춘천시 동내면 고은리 546,033-262-2913,자동차충전,강원 춘천시 동내면 고은리 546,1023925,1983175,정좌표,4.21104E+18,구주소,강원도 춘천시 동내면 순환대로 758,강원도 춘천시 동내면 고은리 546,24399,4211039000,동내면,4211039023,동내면 고은리
강원 춘천시,(주)중앙에너지산업," 강원 춘천시 동내면 학곡리 422, 421-3 ",033-263-4400,자동차+탱크,"강원 춘천시 동내면 학곡리 422, 421-3 ",1022809,1982606,정좌표,4.21104E+18,구주소,강원도 춘천시 동내면 영서로 1864,강원도 춘천시 동내면 학곡리 422,24408,4211039000,동내면,4211039025,동내면 학곡리
강원 춘천시,춘천호반LPG충전소," 강원 춘천시 사농동 707-2,4.6 ",033-253-8448,자동차충전,"강원 춘천시 사농동 707-2,4.6 ",1019481,1991006,정좌표,4.21101E+18,구주소,강원도 춘천시 영서로 2986,강원도 춘천시 사농동 707-2,24219,4211070500,신사우동,4211011900,사농동
강원 춘천시,(주)춘천개인택시가스충전소,강원 춘천시 삼천동 768번지,033-262-6334,자동차충전,강원 춘천시 삼천동 768번지,1018167,1984923,정좌표,4.21101E+18,구주소,강원도 춘천시 옛경춘로 743,강원도 춘천시 삼천동 768,24239,4211067500,강남동,4211012500,삼천동
강원 태백시,한길충전소,강원 태백시 황지동 274-975,033-554-0850,자동차충전,강원 태백시 황지동 274-975,1132131,1910100,정좌표,4.21901E+18,구주소,강원도 태백시 태백로 853,강원도 태백시 황지동 274-975,26024,4219051500,황지동,4219010100,황지동
강원 태백시,황지가스충전소,강원 태백시 황지동 164-58,033-552-2259,용기+자동차+13kg용기,강원 태백시 황지동 164-58,1132890,1905785,정좌표,4.21901E+18,구주소,강원도 태백시 태백로 1361-8,강원도 태백시 황지동 164-58,26041,4219051500,황지동,4219010100,황지동
강원 태백시,(합)태백가스상사,강원 태백시 문곡동 16-6,033-581-8306,용기+자동차+13kg용기,강원 태백시 문곡동 16-6,1133235,1905262,정좌표,4.21901E+18,구주소,강원도 태백시 태백로 1430,강원도 태백시 문곡동 16-6,26044,4219058500,문곡소도동,4219010500,문곡동
강원 태백시,(주)화전엘피지충전소,강원 태백시 화전동 119-1번지,033-553-7830,자동차충전,강원 태백시 화전동 119-1번지,1129522,1912310,정좌표,4.21901E+18,구주소,강원도 태백시 태백로 398-11,강원도 태백시 화전동 119-1,26003,4219053500,삼수동,4219010900,화전동
강원 태백시,OK에너지(주),강원 태백시 통동 92번지,033-554-4900,자동차+탱크+13kg용기,강원 태백시 통동 92번지,1135954,1908433,정좌표,4.21901E+18,구주소,강원도 태백시 동태백로 1141,강원도 태백시 통동 92,26028,4219052500,황연동,4219011200,통동
강원 평창군,평창방림에너지," 강원 평창군 방림면 방림리 746,750-3 ",033-334-4747,자동차충전,"강원 평창군 방림면 방림리 746,750-3 ",1080931,1937229,정좌표,4.27603E+18,구주소,,강원도 평창군 방림면 방림리 746,NULL,4276032000,방림면,4276032021,방림면 방림리
강원 평창군,평창(하)충전소,강원 평창군 용평면 이목정리 775,033-334-5107,자동차충전,강원 평창군 용평면 이목정리 775,1084126,1956679,정좌표,4.27604E+18,구주소,강원도 평창군 용평면 경강로 2159-58,강원도 평창군 용평면 이목정리 775,25314,4276035000,용평면,4276035022,용평면 이목정리
강원 평창군,평창올림피아LPG충전소,강원 평창군 대관령면 횡계리 377-14,033-336-2221,자동차충전,강원 평창군 대관령면 횡계리 377-14,1105863,1965136,정좌표,4.27604E+18,구주소,강원도 평창군 대관령면 경강로 5195-5,강원도 평창군 대관령면 횡계리 377-14,25347,4276038000,대관령면,4276038024,대관령면 횡계리
강원 평창군,(주)강원엘피지,강원 평창군 진부면 하진부리 1281-7,033-335-4100,용기+자동차+탱크+13kg용기,강원 평창군 진부면 하진부리 1281-7,1089817,1962095,정좌표,4.27604E+18,구주소,강원도 평창군 진부면 속사재길 292,강원도 평창군 진부면 하진부리 1281-7,25324,4276036000,진부면,4276036021,진부면 하진부리
강원 평창군,진부가스충전소," 강원 평창군 진부면 상진부3리 293-1,294-1,295-1 ",033-336-1919,자동차+13kg용기,"강원 평창군 진부면 상진부3리 293-1,294-1,295-1 ",1093916,1951524,인근좌표,42760,구주소,,강원도 평창군 진부면 293-1,NULL,4276036000,진부면,4276036000,진부면
강원 평창군,평창(상)휴게소LPG충전소,강원 평창군 용평면 이목정리 472-2 (평창상휴게소),033-332-5189,자동차충전,강원 평창군 용평면 이목정리 472-2 (평창상휴게소),1085033,1957214,정좌표,4.27604E+18,구주소,강원도 평창군 용평면 탑거리길 63,강원도 평창군 용평면 이목정리 472-2,25314,4276035000,용평면,4276035022,용평면 이목정리
강원 평창군,동방산업(주)장평충전소,강원 평창군 용평면 장평1리 204외 4필지,033-332-4427,용기+자동차+13kg용기,강원 평창군 용평면 장평1리 204외 4필지,1082314,1957028,인근좌표,42760,구주소,,강원도 평창군 용평면 204,NULL,4276035000,용평면,4276035000,용평면
강원 홍천군,장남에너지,강원 홍천군 두촌면 장남리 229-1,033-435-1400,자동차충전,강원 홍천군 두촌면 장남리 229-1,1047455,1989477,정좌표,4.27203E+18,구주소,강원도 홍천군 두촌면 장남길 81,강원도 홍천군 두촌면 장남리 229-1,25160,4272032000,두촌면,4272032026,두촌면 장남리
강원 홍천군,(자)두원에너지,강원 홍천군 북방면 하화계리 300-1,033-436-5151,용기+자동차+13kg용기,강원 홍천군 북방면 하화계리 300-1,1032300,1965895,정좌표,4.27204E+18,구주소,강원도 홍천군 북방면 홍천로 179,강원도 홍천군 북방면 하화계리 300-1,25115,4272038000,북방면,4272038037,북방면 하화계리
강원 홍천군,(합)무궁화에너지,강원 홍천군 홍천읍 하오안리 673-21,033-433-7373,자동차충전,강원 홍천군 홍천읍 하오안리 673-21,1030879,1963299,정좌표,4.27203E+18,구주소,강원도 홍천군 홍천읍 설악로 1277,강원도 홍천군 홍천읍 하오안리 673-21,25117,4272025000,홍천읍,4272025030,홍천읍 하오안리
강원 홍천군,삼마치엘피지충전소,강원 홍천군 홍천읍 삼마치리 540외 2필지,033-435-8878,자동차충전,강원 홍천군 홍천읍 삼마치리 540외 2필지,1035032,1956858,정좌표,4.27203E+18,구주소,강원도 홍천군 홍천읍 영서로 1502,강원도 홍천군 홍천읍 삼마치리 540,25119,4272025000,홍천읍,4272025032,홍천읍 삼마치리
강원 홍천군,주식회사 엠에스에너지주유소충전소,강원 홍천군 홍천읍 와동리 481-5,033-435-4566,자동차+13kg용기,강원 홍천군 홍천읍 와동리 481-5,1038497,1969968,정좌표,4.27203E+18,구주소,강원도 홍천군 홍천읍 설악로 2374,강원도 홍천군 홍천읍 와동리 481-5,25127,4272025000,홍천읍,4272025026,홍천읍 와동리
강원 홍천군,가샵가스충전소,강원 홍천군 홍천읍 하오안리 202-1,033-435-9440,자동차충전,강원 홍천군 홍천읍 하오안리 202-1,1030634,1962856,정좌표,4.27203E+18,구주소,강원도 홍천군 홍천읍 설악로 1238,강원도 홍천군 홍천읍 하오안리 202-1,25117,4272025000,홍천읍,4272025030,홍천읍 하오안리
강원 홍천군,(주)선인상사 홍천강주유소(춘천방향),강원 홍천군 북방면 소매곡리 294,033-435-6751,자동차충전,강원 홍천군 북방면 소매곡리 294,1028881,1968153,정좌표,4.27204E+18,구주소,강원도 홍천군 북방면 도사곡길 223,강원도 홍천군 북방면 소매곡리 294,25112,4272038000,북방면,4272038036,북방면 소매곡리
강원 홍천군,새홍천충전소,강원 홍천군 홍천읍 갈마곡리 504-1,033-436-9440,자동차충전,강원 홍천군 홍천읍 갈마곡리 504-1,1034577,1965486,정좌표,4.27203E+18,구주소,강원도 홍천군 홍천읍 설악로 1762,강원도 홍천군 홍천읍 갈마곡리 504-1,25150,4272025000,홍천읍,4272025024,홍천읍 갈마곡리
