행정 구역,업소명,소재지,전화번호,관리구분,입력주소,경도,위도
충남 논산시,(주)동신산업 동신엘피지 논산지점,충남 논산시 부적면 마구평리37-16,041-736-6668,자동차충전,충남 논산시 부적면 마구평리37-16,127.1296356,36.2138237
충남 논산시,선진LPG충전소,충남 논산시 지산동 265,041-734-9300,자동차충전,충남 논산시 지산동 265,127.1100265,36.206118
충남 논산시,(주)썬엘 벌곡(대전방향)가스충전소,충남 논산시 벌곡로 9-58 외2필지,041-734-5250,자동차충전,충남 논산시 벌곡로 9-58 외2필지,127.2705226,36.2104934
충남 당진시,영일충전소,충남 당진시 당진읍 용연리 911-2번지,041-356-0101,자동차충전,충남 당진시 당진읍 용연리 911-2번지,126.6113324,36.8653317
충남 당진시,신평엘피지충전소,충남 당진시 신평면 거산리 363-1,041-362-7007,자동차충전,충남 당진시 신평면 거산리 363-1,126.7454146,36.8853858
충남 당진시,(주)비티비가스,충남 당진시 합덕읍 운산리 62,041-362-2299,자동차충전,충남 당진시 합덕읍 운산리 62,126.7826385,36.7974986
충남 당진시,당진가스충전소,충남 당진시 대덕로 238,041-355-1171,자동차충전,충남 당진시 대덕로 238,126.6486252,36.8861357
충남 당진시,(주)케이엘페트로 행담도상행지점LPG충전소,충남 당진시 신평면 매산리 513,041-357-8644,자동차충전,충남 당진시 신평면 매산리 513,126.8069905,36.9451334
충남 당진시,21세기충전소,충남 당진시 시곡동 142-1 외2필지,041-356-6630,자동차충전,충남 당진시 시곡동 142-1 외2필지,126.6724313,36.9022275
충남 당진시,대우가스충전소,충남 당진시 합덕읍 운산리 73-2,041-362-2848,자동차충전,충남 당진시 합덕읍 운산리 73-2,126.7815033,36.7963065
충남 당진시,거룡엘피지충전소,충남 당진시 정미면 사관리 96-12,041-356-8814,자동차충전,충남 당진시 정미면 사관리 96-12,126.5838245,36.8384876
충남 당진시,(주)케이엘페트로 행담도하행지점LPG충전소,충남 당진시 신평면 매산리 513,041-357-8646,자동차충전,충남 당진시 신평면 매산리 513,126.8069905,36.9451334
충남 당진시,(주)당진엘피지,충남 당진시 당진읍 원당리 957-5,041-353-4100,용기+자동차,충남 당진시 당진읍 원당리 957-5,126.6403015,36.9038466
충남 당진시,운영가스충전소,충남 당진시 신평면 운정리 715-2,041-362-8930,자동차충전,충남 당진시 신평면 운정리 715-2,126.8114479,36.8807481
충남 당진시,서해LPG충전소,충남 당진시 신평면 매산리 12-38,041-363-3344,용기+13kg용기,충남 당진시 신평면 매산리 12-38,126.808719,36.9098179
충남 당진시,당진IC주유충전소,충남 당진시 송악읍 광명리 236-36,041-355-5179,자동차충전,충남 당진시 송악읍 광명리 236-36,126.7187114,36.8943914
충남 당진시,효성엘피지충전소,충남 당진시 신평면 부수리 361,041-362-2474,자동차충전,충남 당진시 신평면 부수리 361,126.8087431,36.8938323
충남 보령시,대천IC충전소,충남 보령시 남곡동 302-7,041-931-8050,자동차충전,충남 보령시 남곡동 302-7,126.5701923,36.3363075
충남 보령시,대천유통(주)대천(상)주유소,충남 보령시 주교면 주교리 897-1,041-931-5371,자동차충전,충남 보령시 주교면 주교리 897-1,126.5581173,36.3744172
충남 보령시,보령머드엘피지충전소,충남 보령시 화산동 547-24,041-935-2488,자동차충전,충남 보령시 화산동 547-24,126.6259452,36.3702422
충남 보령시,SK서해에너지,충남 보령시 동대동 291,041-934-2555,자동차충전,충남 보령시 동대동 291,126.6121788,36.3560607
충남 보령시,대성산업(주)보령충전소,충남 보령시 명천동 624-1,041-935-6628,용기+자동차+탱크+13kg용기,충남 보령시 명천동 624-1,126.5997082,36.3326197
충남 보령시,대천(하)가스충전소,충남 보령시 주교면 주교리 903-15,041-931-5871,자동차충전,충남 보령시 주교면 주교리 903-15,126.5561355,36.3731136
충남 보령시,SK보령충전소," 충남 보령시 화산동 705-8, 705-9 ",041-931-5022,자동차+탱크,"충남 보령시 화산동 705-8, 705-9 ",126.6168222,36.358719
충남 보령시,내항LPG충전소,충남 보령시 내항동 890-7,041-933-9868,자동차충전,충남 보령시 내항동 890-7,126.5837989,36.3457877
충남 보령시,보령LNG터미널(주),충남 보령시 오천면 영보리 313-9,041-939-9922,기타,충남 보령시 오천면 영보리 313-9,126.502111,36.4143884
충남 부여군,OK충전소,충남 부여군 부여읍 가탑리 188-5,041-832-5560,자동차충전,충남 부여군 부여읍 가탑리 188-5,126.9351911,36.2783026
충남 부여군,충청LPG충전소,충남 부여군 석성면 정각리 28-1번지,041-836-0335,용기+탱크+13kg용기,충남 부여군 석성면 정각리 28-1번지,126.9869912,36.2637832
충남 부여군,충남가스충전소,충남 부여군 홍산면 조현리 369-1,041-834-7733,용기+자동차+탱크+13kg용기,충남 부여군 홍산면 조현리 369-1,126.7919677,36.2281949
충남 부여군,가나다가스충전소,충남 부여군 부여읍 석목리 131-5,041-835-3636,자동차충전,충남 부여군 부여읍 석목리 131-5,126.9347633,36.2802995
충남 부여군,용정LPG충전소,충남 부여군 부여읍 용정리 442,041-837-3100,자동차충전,충남 부여군 부여읍 용정리 442,126.9377287,36.2930962
충남 부여군,궁남LPG충전소,충남 부여군 부여읍 왕포리 8,041-837-3902,자동차충전,충남 부여군 부여읍 왕포리 8,126.9232096,36.2673175
충남 부여군,부여백제(공주)가스충전소,충남 부여군 내산면 율암리 133,041-833-8300,자동차충전,충남 부여군 내산면 율암리 133,126.8000252,36.2584847
충남 부여군,부여백제(서천)휴게소충전소,충남 부여군 내산면 율암리 134,041-834-4600,자동차충전,충남 부여군 내산면 율암리 134,126.7979487,36.2589235
충남 서산시,서산가스산업(주),충남 서산시 갈산동 166-1,041-669-7950,용기+자동차+탱크+13kg용기,충남 서산시 갈산동 166-1,126.43574,36.7939914
충남 서산시,(주) 태경비케이서산(하)주유소,충남 서산시 해미면 삼송리 119,041-688-8817,자동차충전,충남 서산시 해미면 삼송리 119,126.565439,36.7411363
충남 서산시,서산자동차충전소,충남 서산시 잠홍동 565-10,041-665-3005,자동차충전,충남 서산시 잠홍동 565-10,126.4735537,36.7855349
충남 서산시,간월LPG충전소,충남 서산시 부석면 창리 262-9,041-669-4004,자동차충전,충남 서산시 부석면 창리 262-9,126.3869864,36.619139
충남 서산시,(유)한샘우일가스,충남 서산시 석림동 436-3,041-665-8028,용기충전,충남 서산시 석림동 436-3,126.4645706,36.7663609
충남 서산시,수석엘피지충전소," 충남 서산시 수석동 658,656-1,657-4 ",041-668-0101,자동차충전,"충남 서산시 수석동 658,656-1,657-4 ",126.4893395,36.7580905
충남 서산시,(주)서강에너지서산엘피지충전소,충남 서산시 잠홍동 747-1번지외,041-667-7727,자동차+13kg용기,충남 서산시 잠홍동 747-1번지외,126.4715821,36.7815808
충남 서산시,희망엘피지충전소,충남 서산시 갈산동 157-13번지,041-668-1177,자동차충전,충남 서산시 갈산동 157-13번지,126.4366443,36.7935978
충남 서산시,동희오토(주),충남 서산시 성연면 갈현리 703-11,041-661-4215,자동차충전,충남 서산시 성연면 갈현리 703-11,126.4793806,36.8313583
충남 서산시,(주)E1(대산기지),충남 서산시 대산읍 독곳리 408-10 외5필지,041-661-5413,기타,충남 서산시 대산읍 독곳리 408-10 외5필지,126.3594181,37.0077785
충남 서산시,(주)애향,충남 서산시 수석동 568-1,041-669-3002,자동차충전,충남 서산시 수석동 568-1,126.4950831,36.7547301
충남 서산시,(주)태경비케이서산(상)휴게소,충남 서산시 해미면 삼송리 236-11,041-688-7717,자동차충전,충남 서산시 해미면 삼송리 236-11,126.5645004,36.7344206
충남 서산시,(주)당진엘피지대산에너지,충남 서산시 대산읍 영탑리 463-10,041-669-2877,용기+자동차+탱크+13kg용기,충남 서산시 대산읍 영탑리 463-10,126.4433759,36.9186491
충남 서산시,(주)유니충전소,충남 서산시 잠홍동 561-5,041-668-5182,자동차충전,충남 서산시 잠홍동 561-5,126.4734244,36.7841455
충남 서산시,SK가스서산충전소,충남 서산시 팔봉면 어송리 173-5번지,041-663-5021,용기+자동차+탱크+13kg용기+부탄,충남 서산시 팔봉면 어송리 173-5번지,126.3820297,36.784307
충남 서천군,대영자동차충전소,충남 서천군 장항읍 성주리 578-1 (대영자동차충전소),041-957-0183,자동차충전,충남 서천군 장항읍 성주리 578-1 (대영자동차충전소),126.7048938,36.0260861
충남 서천군,서창산업(주)서천(서울방향)충전소,충남 서천군 비인면 성산리 22-4,041-952-9735,자동차충전,충남 서천군 비인면 성산리 22-4,126.6284179,36.1322287
충남 서천군,스타에너지주식회사," 충남 서천군 종천면 화산리 301-5,301-10, 301-11, 301-12, 300-1 ",041-952-8190,자동차+탱크,"충남 서천군 종천면 화산리 301-5,301-10, 301-11, 301-12, 300-1 ",126.6642116,36.096233
충남 서천군,대보건설(주)서천(목포))충전소,충남 서천군 비인면 성산리 413-1,041-952-9738,자동차충전,충남 서천군 비인면 성산리 413-1,126.625963,36.1315787
충남 서천군,삼호가스충전소,충남 서천군 서천읍 화금리 670-7,041-952-4321,자동차충전,충남 서천군 서천읍 화금리 670-7,126.7020334,36.080039
충남 서천군,제일가스충전소,충남 서천군 마서면 도삼리 548.549-2,041-956-5989,자동차충전,충남 서천군 마서면 도삼리 548.549-2,126.7394965,36.0366388
충남 서천군,서천엘피지충전소,충남 서천군 마서면 계동리 3-3,041-951-8855,자동차충전,충남 서천군 마서면 계동리 3-3,126.7075329,36.0675894
충남 서천군,행복충전소,충남 서천군 서천읍 군사리 668-1,041-952-2014,자동차충전,충남 서천군 서천읍 군사리 668-1,126.6900779,36.0739158
충남 아산시,아산둔포충전소(SOMO),충남 아산시 둔포면 둔포리 344,041-541-1610,자동차충전,충남 아산시 둔포면 둔포리 344,127.0448954,36.921089
충남 아산시,통일LPG충전소,충남 아산시 모종동 69-1외3필지,041-534-5189,자동차충전,충남 아산시 모종동 69-1외3필지,127.0269897,36.7763277
충남 아산시,대성가스충전소,충남 아산시 풍기동 206-1,041-546-5994,자동차충전,충남 아산시 풍기동 206-1,127.0210628,36.7772794
충남 아산시,아산LPG충전소,충남 아산시 남동 178-15,041-542-3050,자동차충전,충남 아산시 남동 178-15,127.0371232,36.7731029
충남 아산시,아산오렌지충전소,충남 아산시 염치읍 서원리 5-8,041-541-8805,자동차충전,충남 아산시 염치읍 서원리 5-8,126.9632509,36.8459977
충남 아산시,(주)대륙제관,충남 아산시 영인면 영인로202번길 17,041-540-3408,부탄켄,충남 아산시 영인면 영인로202번길 17,126.9502149,36.867844
충남 아산시,25시LPG충전소,충남 아산시 영인면 아산리 44-7,041-543-5147,자동차충전,충남 아산시 영인면 아산리 44-7,126.9617029,36.8501925
충남 아산시,도고충전소," 충남 아산시 도고면 향산리 276-4, 276-14 ",041-541-3603,용기+자동차,"충남 아산시 도고면 향산리 276-4, 276-14 ",126.9043496,36.7581035
충남 아산시,(주)고룡산충전소,충남 아산시 영인면 신봉리 516-16,041-542-1525,자동차충전,충남 아산시 영인면 신봉리 516-16,126.9782426,36.8964651
충남 아산시,SK삼성충전소,충남 아산시 음봉면 음봉로 (덕지리 45-19),041-545-7571,자동차충전,충남 아산시 음봉면 음봉로 (덕지리 45-19),127.0639601,36.8405343
충남 아산시,온양LPG가스충전소,충남 아산시 득산동 304-2,041-531-4300,자동차충전,충남 아산시 득산동 304-2,126.9680986,36.78642
충남 아산시,(주)이순신휴게소(LPG충전소),충남 아산시 염치읍 서원리 293-3,041-541-9224,자동차충전,충남 아산시 염치읍 서원리 293-3,126.9673738,36.8295607
충남 아산시,대성산업(주)아산제일충전소," 충남 아산시 방축동 141-12,13,17 ",041-545-5838,자동차충전,"충남 아산시 방축동 141-12,13,17 ",126.9880058,36.7848518
충남 아산시,충무엘피지,충남 아산시 염치읍 방현리 229번지,041-545-2039,자동차충전,충남 아산시 염치읍 방현리 229번지,127.0118979,36.8244871
충남 아산시,신창에너지,충남 아산시 도고면 와산리 51-5,041-542-1800,자동차+13kg용기,충남 아산시 도고면 와산리 51-5,126.9244779,36.7667219
충남 아산시,현대자동차(주)아산공장,충남 아산시 인주면 금성리 123,041-530-5203,자동차사,충남 아산시 인주면 금성리 123,126.871001,36.8487078
충남 아산시,아산온천LPG충전소," 충남 아산시 온천동 942, 942-5 ",041-532-9077,용기+자동차+탱크+13kg용기,"충남 아산시 온천동 942, 942-5 ",126.9990936,36.7954711
충남 아산시,케이티엑스엘피지충전소,충남 아산시 배방읍 장재리 1196,041-547-5130,자동차충전,충남 아산시 배방읍 장재리 1196,127.0932946,36.7983262
충남 예산군,(주)삽교가스충전소,충남 예산군 삽교읍 방아리 128-8,041-338-2456,자동차충전,충남 예산군 삽교읍 방아리 128-8,126.7569258,36.6876271
충남 예산군,대성가스충전소,충남 예산군 예산읍 창소리 643,041-334-3689,자동차충전,충남 예산군 예산읍 창소리 643,126.8326696,36.7154464
충남 예산군,SK가스예산충전소," 충남 예산군 예산읍 향천리 249-13,249-20 ",041-333-3603,자동차충전,"충남 예산군 예산읍 향천리 249-13,249-20 ",126.8663672,36.6776983
충남 예산군,금오엘피지충전소(주),충남 예산군 예산읍 산성리 75-3,041-334-4422,자동차충전,충남 예산군 예산읍 산성리 75-3,126.8390015,36.6911232
충남 예산군,(주)예산에너지,충남 예산군 오가면 신원리 543,041-335-1116,용기+자동차+탱크+13kg용기,충남 예산군 오가면 신원리 543,126.8137356,36.6852689
충남 예산군,(주)선인상사 예산(대전방향)주유소,충남 예산군 신양면 서계양리 661-1,041-334-0081,자동차충전,충남 예산군 신양면 서계양리 661-1,126.8407216,36.6227059
충남 예산군,(주)선인상사 예산(당진방향)주유소,충남 예산군 신양면 서계양리 680-1,041-335-0052,자동차충전,충남 예산군 신양면 서계양리 680-1,126.8457959,36.6197903
충남 예산군,덕산LPG충전소," 충남 예산군 덕산면 대치리 32-2,33-5번지 ",041-338-7762,자동차충전,"충남 예산군 덕산면 대치리 32-2,33-5번지 ",126.6294146,36.6851732
충남 예산군,알파앤에너지(주),충남 예산군 덕산읍 홍덕서로 463,041-642-9800,탱크로리,충남 예산군 덕산읍 홍덕서로 463,126.6166182,36.6268569
충남 예산군,(주)말타니메탈,충남 예산군 응봉면 노화리 102-2번지,041-331-6688,용기충전,충남 예산군 응봉면 노화리 102-2번지,126.7613913,36.6575482
충남 천안시 동남구,천안IC충전소,충남 천안시 동남구 신부동 172-6,041-565-1233,자동차충전,충남 천안시 동남구 신부동 172-6,127.1649439,36.8261019
충남 천안시 동남구,(주)알뜰충전소,충남 천안시 동남구 신방동 807-2,041-578-6688,자동차충전,충남 천안시 동남구 신방동 807-2,127.1157469,36.7849868
충남 천안시 동남구,명품충전소,충남 천안시 동남구 구룡동 655-3,041-572-5228,자동차충전,충남 천안시 동남구 구룡동 655-3,127.1372463,36.7600292
충남 천안시 동남구,태성가스텍충전소,충남 천안시 동남구 삼룡동 381-40 (대한에너지주유소),041-523-6262,자동차충전,충남 천안시 동남구 삼룡동 381-40 (대한에너지주유소),127.1650905,36.7682032
충남 천안시 동남구,(주)남영전구천안(부산)충전소,충남 천안시 동남구 수신면 신풍리 348,041-552-6367,자동차충전,충남 천안시 동남구 수신면 신풍리 348,127.2655551,36.7305297
충남 천안시 동남구,남부LPG충전소,충남 천안시 동남구 남부대로 288,041-565-7654,자동차충전,충남 천안시 동남구 남부대로 288,127.1494604,36.7817812
충남 천안시 동남구,좋은에너지산업(주),충남 천안시 동남구 삼룡동 78-4,041-565-9007,자동차충전,충남 천안시 동남구 삼룡동 78-4,127.174665,36.7799311
충남 천안시 동남구,목천IC충전소,충남 천안시 동남구 목천읍 운전리 402-27,041-523-5154,자동차충전,충남 천안시 동남구 목천읍 운전리 402-27,127.2232633,36.7732743
충남 천안시 동남구,천안홍익LPG충전소,충남 천안시 동남구 신부동 115-8외5필지,041-556-2713,자동차충전,충남 천안시 동남구 신부동 115-8외5필지,127.1641462,36.8200856
충남 천안시 동남구,SK청수충전소,충남 천안시 동남구 다가동 61-16,041-567-5149,자동차충전,충남 천안시 동남구 다가동 61-16,127.1467162,36.7877903
충남 천안시 동남구,광동석유(주)천안(상)충전소,충남 천안시 동남구 구성동 155-2번지 외3필지 (천안삼거리휴게소),041-555-3001,자동차충전,충남 천안시 동남구 구성동 155-2번지 외3필지 (천안삼거리휴게소),127.1729719,36.7884083
충남 천안시 동남구,(주)협동LPG충전소,충남 천안시 동남구 삼룡동 95-7,041-555-3940,자동차충전,충남 천안시 동남구 삼룡동 95-7,127.1746994,36.7788139
충남 천안시 동남구,현대오일뱅크(주)동신가스충전소,충남 천안시 동남구 삼룡동 270-1 (LPG동신충전소),041-554-7907,자동차충전,충남 천안시 동남구 삼룡동 270-1 (LPG동신충전소),127.1653349,36.7880216
충남 천안시 동남구,천인에너지,충남 천안시 동남구 목천읍 삼성리 203-20,041-522-5189,자동차충전,충남 천안시 동남구 목천읍 삼성리 203-20,127.1699064,36.7630642
충남 천안시 동남구,우정LPG충전소,충남 천안시 동남구 목천읍 신계리 88-9,041-621-5159,자동차충전,충남 천안시 동남구 목천읍 신계리 88-9,127.2198732,36.773973
충남 천안시 동남구,협동LPG제2충전소," 충남 천안시 동남구 봉명동 159-2,7,13, 160 ",041-576-3945,자동차충전,"충남 천안시 동남구 봉명동 159-2,7,13, 160 ",127.1303521,36.818077
충남 천안시 서북구,고속충전소,충남 천안시 서북구 성환읍 신가리 68-5 (고속LPG충전소),041-582-4747,자동차충전,충남 천안시 서북구 성환읍 신가리 68-5 (고속LPG충전소),127.1173795,36.9656073
충남 천안시 서북구,중도가스(주)천안영업소,충남 천안시 서북구 두정동 396-3,041-551-0311,용기+자동차+13kg용기,충남 천안시 서북구 두정동 396-3,127.1525432,36.8355034
충남 천안시 서북구,스타LPG충전소,충남 천안시 서북구 성성동 411-1,041-522-0116,자동차충전,충남 천안시 서북구 성성동 411-1,127.1199362,36.8398894
충남 천안시 서북구,번영충전소,충남 천안시 서북구 성성동 343-11,041-552-0772,자동차충전,충남 천안시 서북구 성성동 343-11,127.121706,36.8459132
충남 천안시 서북구," (주)삼융만남의충전소,주유소 ",충남 천안시 서북구 직산읍 군서리,041-585-5151,자동차충전,충남 천안시 서북구 직산읍 군서리,127.1523289,36.896537
충남 천안시 서북구,천안현대충전소," 충남 천안시 서북구 두정동 4-5, 4-16 ",041-567-5155,자동차충전,"충남 천안시 서북구 두정동 4-5, 4-16 ",127.1576717,36.8381082
충남 천안시 서북구,번영INT,충남 천안시 서북구 직산읍 군서리 294-14,041-583-3451,자동차충전,충남 천안시 서북구 직산읍 군서리 294-14,127.1537921,36.893069
충남 천안시 서북구,(주)태양,충남 천안시 서북구 업성동 485-5,041-901-2534,부탄켄,충남 천안시 서북구 업성동 485-5,127.1265612,36.8547713
충남 천안시 서북구,약속가스충전소,충남 천안시 서북구 성거읍 요방리 228-16외4,041-556-8955,자동차충전,충남 천안시 서북구 성거읍 요방리 228-16외4,127.1786572,36.8446082
충남 천안시 서북구,맘모스LPG충전소,충남 천안시 서북구 백석동 11-17,041-522-5151,자동차충전,충남 천안시 서북구 백석동 11-17,127.1257148,36.8247116
충남 천안시 서북구,현대오일뱅크천안충전소,충남 천안시 서북구 두정동 40-6,041-552-7979,자동차충전,충남 천안시 서북구 두정동 40-6,127.1527257,36.8291245
충남 천안시 서북구,입장충전소,충남 천안시 서북구 입장면 시장리 4-1,041-583-0556,자동차충전,충남 천안시 서북구 입장면 시장리 4-1,127.2170543,36.8989817
충남 천안시 서북구,업성충전소,충남 천안시 서북구 업성동 371-6,041-621-5152,자동차충전,충남 천안시 서북구 업성동 371-6,127.1368841,36.8562165
충남 천안시 서북구,성환충전소,충남 천안시 서북구 성환읍 매주리 45,041-581-0565,자동차충전,충남 천안시 서북구 성환읍 매주리 45,127.135658,36.9023374
충남 천안시 서북구,망향충전소,충남 천안시 서북구 성거읍 요방리 123-2,041-557-6161,자동차충전,충남 천안시 서북구 성거읍 요방리 123-2,127.1807373,36.8535169
충남 천안시 서북구,백석LPG충전소,충남 천안시 서북구 백석동 174-1,041-554-3114,자동차충전,충남 천안시 서북구 백석동 174-1,127.1232013,36.8239541
충남 천안시 서북구,입장(상)충전소,충남 천안시 서북구 입장면 가산리 362-26,041-588-2184,자동차충전,충남 천안시 서북구 입장면 가산리 362-26,127.1903319,36.939958
충남 천안시 서북구,성환제일충전소,충남 천안시 서북구 성환읍 성월리 278-6번지외,041-582-4141,자동차충전,충남 천안시 서북구 성환읍 성월리 278-6번지외,127.1350394,36.9253211
충남 천안시 서북구,태양엘피지충전소,충남 천안시 서북구 업성동 484-28,041-621-9810,자동차충전,충남 천안시 서북구 업성동 484-28,127.1284441,36.853875
충남 천안시 서북구,극동유화(주)충청충전소,충남 천안시 서북구 성거읍 문덕리 219-9,041-551-8151,용기+자동차+탱크+13kg용기,충남 천안시 서북구 성거읍 문덕리 219-9,127.177985,36.8791087
충남 청양군,청양LPG충전소,충남 청양군 청양읍 교월리 39-6,041-942-5556,자동차충전,충남 청양군 청양읍 교월리 39-6,126.8148929,36.4531572
충남 태안군,주식회사삼토태안지점,충남 태안군 남면 원청리 155-6,041-674-9360,자동차충전,충남 태안군 남면 원청리 155-6,126.3131205,36.6257033
충남 태안군,장산가스충전소,충남 태안군 태안읍 장산리 615-3,041-674-0020,자동차충전,충남 태안군 태안읍 장산리 615-3,126.2745624,36.7563858
충남 태안군,백화가스충전소,충남 태안군 태안읍 인평리 산94-4,041-675-0077,자동차충전,충남 태안군 태안읍 인평리 산94-4,126.3387562,36.7593
충남 태안군,안면도LPG충전소,충남 태안군 남면 안면대로 1685,041-675-8891,자동차충전,충남 태안군 남면 안면대로 1685,126.3165056,36.6098738
충남 홍성군,(주)케이알산업 홍성(하)충전소,충남 홍성군 은하면 금국리 292-3,041-642-1145,자동차충전,충남 홍성군 은하면 금국리 292-3,126.5799431,36.5520811
충남 홍성군,홍성LPG충전소,충남 홍성군 홍성읍 옥암리 260-3,041-632-1133,용기+자동차+13kg용기,충남 홍성군 홍성읍 옥암리 260-3,126.6575099,36.5904046
충남 홍성군,소향엘피지충전소,충남 홍성군 홍성읍 소향리 380-4,041-634-7055,자동차충전,충남 홍성군 홍성읍 소향리 380-4,126.652749,36.6052109
충남 홍성군,(주)케이알산업 홍성(상)충전소,충남 홍성군 은하면 금국리 292-4,041-642-1178,자동차충전,충남 홍성군 은하면 금국리 292-4,126.5815201,36.5531903
충남 홍성군,광천엘피지충전소,충남 홍성군 광천읍 신진리 208-36,041-641-6535,자동차충전,충남 홍성군 광천읍 신진리 208-36,126.6232011,36.5174795
충남 홍성군,길LPG충전소,충남 홍성군 은하면 장척리 40-1,041-642-6622,용기+자동차+탱크+13kg용기,충남 홍성군 은하면 장척리 40-1,126.6142856,36.4921618
충남 홍성군,금마LPG충전소," 충남 홍성군 금마면 부평리 710,710-1 ",041-631-5858,자동차충전,"충남 홍성군 금마면 부평리 710,710-1 ",126.7272206,36.6229713
충남 홍성군,풍농LPG충전소,충남 홍성군 홍성읍 옥암리 369-10,041-634-0472,자동차+13kg용기,충남 홍성군 홍성읍 옥암리 369-10,126.6438491,36.5913314
충남 홍성군,홍주충전소,충남 홍성군 홍성읍 대교1리 221-1,041-631-5110,자동차충전,충남 홍성군 홍성읍 대교1리 221-1,126.6729783,36.5798271
충남 홍성군,마중충전소,충남 홍성군 갈산면 상촌리 403-2외3필지,041-633-9500,자동차충전,충남 홍성군 갈산면 상촌리 403-2외3필지,126.5455586,36.6012203
충남 홍성군,광동석유(주)서광충전소,충남 홍성군 홍성읍 옥암리 147,041-631-6177,자동차충전,충남 홍성군 홍성읍 옥암리 147,126.6507594,36.5930228
충남 홍성군,미래충전소,충남 홍성군 홍북면 대인리 31-7외3필지,041-633-9089,자동차충전,충남 홍성군 홍북면 대인리 31-7외3필지,126.7440234,36.636766
전북 고창군,동신충전소," 전북 고창군 신림면 자포리 723-4,723-9 ",063-564-5150,자동차충전,"전북 고창군 신림면 자포리 723-4,723-9 ",126.6985519,35.4662256
전북 고창군,NH유통(주)고창고인돌(하)LPG충전소,전북 고창군 신림면 벽송리 557-10,063-561-6318,자동차충전,전북 고창군 신림면 벽송리 557-10,126.6739076,35.4681655
전북 고창군,고창에너지,전북 고창군 고창읍 주곡리 708-1,063-561-5959,자동차+13kg용기,전북 고창군 고창읍 주곡리 708-1,126.6676204,35.4338643
전북 고창군,(유)광진가스충전소,전북 고창군 고창읍 읍내리 1023-1,063-562-9494,자동차충전,전북 고창군 고창읍 읍내리 1023-1,126.6920152,35.4351316
전북 고창군,(유)고창가스충전소,전북 고창군 고창읍 성두리 산27,063-563-1004,자동차충전,전북 고창군 고창읍 성두리 산27,126.6965134,35.4525847
전북 고창군,NH유통(주)고창고인돌(상)LPG충전소,전북 고창군 신림면 벽송리 598-5,063-561-0963,자동차충전,전북 고창군 신림면 벽송리 598-5,126.673599,35.4628083
전북 군산시,금강엘피지충전소,전북 군산시 개정면 아동리 701-4번지외2필지,063-453-2020,자동차충전,전북 군산시 개정면 아동리 701-4번지외2필지,126.7634082,35.9848409
전북 군산시,에스케이(SK)군산충전소,전북 군산시 구암동 321-9,063-443-2111,자동차충전,전북 군산시 구암동 321-9,126.7409512,35.9828589
전북 군산시,한양에너지엘피지충전소,전북 군산시 산북동 1272-1,063-464-6828,자동차충전,전북 군산시 산북동 1272-1,126.6749248,35.9725316
전북 군산시,군산IC엘피지충전소," 전북 군산시 성산면 고봉리 172-6,7 ",063-453-5185,자동차충전,"전북 군산시 성산면 고봉리 172-6,7 ",126.7884541,35.9829335
전북 군산시,(유)용명에너지직영충전소,전북 군산시 옥산면 쌍봉리 742-28,063-471-5144,자동차충전,전북 군산시 옥산면 쌍봉리 742-28,126.7471215,35.9488653
전북 군산시,새군산충전소SK,전북 군산시 미장동 62-23외 1필지,063-451-0831,자동차+13kg용기,전북 군산시 미장동 62-23외 1필지,126.730618,35.9592275
전북 군산시,태경산업(주)군산(무안)충전소,전북 군산시 성산면 산곡리 652-19,063-453-5763,자동차충전,전북 군산시 성산면 산곡리 652-19,126.8310489,35.979733
전북 군산시,태경산업(주)군산(서울)충전소,전북 군산시 나포면 서포리 산21-80,063-453-5163,자동차충전,전북 군산시 나포면 서포리 산21-80,126.7960545,36.0198441
전북 군산시,(유)가스온,전북 군산시 개정동 60-2,063-468-7000,용기+자동차+탱크+13kg용기,전북 군산시 개정동 60-2,126.7604128,35.9629457
전북 군산시,동일충전소,전북 군산시 소룡동 545,063-462-6161,용기+자동차+탱크+13kg용기,전북 군산시 소룡동 545,126.671981,35.9801506
전북 군산시,군산공단충전소," 전북 군산시 산북동 1363,1363-1 ",063-467-2002,자동차충전,"전북 군산시 산북동 1363,1363-1 ",126.662369,35.9754655
전북 군산시,한신가스,전북 군산시 조촌동 668-3,063-445-4751,자동차충전,전북 군산시 조촌동 668-3,126.7372393,35.9792059
전북 군산시,에스제이상사국제충전소,전북 군산시 나운동 328-2,063-462-7755,자동차충전,전북 군산시 나운동 328-2,126.6987586,35.9619414
전북 군산시,새만금충전소,전북 군산시 지곡동 2-6.7번지,063-467-2002,자동차충전,전북 군산시 지곡동 2-6.7번지,126.7182425,35.9546888
전북 군산시,새만금군산충전소,전북 군산시 내초동 96,063-463-6364,자동차충전,전북 군산시 내초동 96,126.5936117,35.9494267
전북 군산시,연안충전소," 전북 군산시 내흥동 863-37,38,127,129,131 ",063-446-5115,자동차충전,"전북 군산시 내흥동 863-37,38,127,129,131 ",126.7483399,35.9917594
전북 김제시,김제오렌지충전소,전북 김제시 서암동 285-2,063-545-8301,자동차충전,전북 김제시 서암동 285-2,126.8735699,35.805581
전북 김제시,김제엘피지충전소,전북 김제시 순동 864-2,063-544-9090,자동차충전,전북 김제시 순동 864-2,126.9181362,35.8096676
전북 김제시,(유)신흥가스,전북 김제시 교동 232-1,063-547-6155,자동차충전,전북 김제시 교동 232-1,126.8755466,35.7995699
